id,user_id,sum_amount_usd,count_amount_usd,transactions_2018,transactions_2019_May,last_transaction_month,months,transaction_april,transaction_may
1985,user_1985,1017,87,51,36,May-19,0,1,1
1986,user_1986,171,7,7,0,May-18,12,0,0
1987,user_1987,26940,1196,699,497,May-19,0,1,1
1988,user_1988,4370,21,9,12,May-19,0,1,1
1989,user_1989,8875,316,197,119,May-19,0,1,1
1990,user_1990,1514,199,172,27,May-19,0,1,1
1991,user_1991,3258,444,441,3,Apr-19,1,1,0
1992,user_1992,7932,387,261,126,May-19,0,1,1
1993,user_1993,5382,234,208,26,May-19,0,1,1
1994,user_1994,7144,184,0,184,May-19,0,1,1
1995,user_1995,4101,7,7,0,Nov-18,6,0,0
1996,user_1996,3166,67,67,0,May-18,12,0,0
1997,user_1997,27652,548,315,233,May-19,0,1,1
1998,user_1998,22,5,5,0,Feb-18,15,0,0
1999,user_1999,1636,69,0,69,May-19,0,1,1
2000,user_2000,17782,401,166,235,May-19,0,1,1
2001,user_2001,6296,112,80,32,Feb-19,3,0,0
2002,user_2002,10413,100,71,29,May-19,0,1,1
2003,user_2003,7300,300,287,13,Mar-19,2,0,0
2004,user_2004,4604,265,139,126,May-19,0,1,1
2005,user_2005,8556,269,182,87,May-19,0,1,1
2006,user_2006,2516,55,51,4,Apr-19,1,1,0
2007,user_2007,86695,1545,933,612,May-19,0,1,1
2008,user_2008,5414,248,88,160,May-19,0,1,1
2009,user_2009,1582,15,15,0,Sep-18,8,0,0
2010,user_2010,2083,16,16,0,Dec-18,5,0,0
2011,user_2011,410,13,9,4,Apr-19,1,1,0
2012,user_2012,1016,26,18,8,Apr-19,1,1,0
2013,user_2013,2995,25,17,8,May-19,0,1,1
2014,user_2014,3645,285,281,4,Apr-19,1,1,0
2015,user_2015,13313,86,86,0,Dec-18,5,0,0
2016,user_2016,1293,33,33,0,Dec-18,5,0,0
2017,user_2017,13148,69,57,12,Jan-19,4,0,0
2018,user_2018,200,1,1,0,Feb-18,15,0,0
2019,user_2019,1211,75,75,0,Mar-18,14,0,0
2020,user_2020,1318,105,67,38,May-19,0,1,1
2021,user_2021,19485,749,347,402,May-19,0,1,1
2022,user_2022,297,4,4,0,Feb-18,15,0,0
2023,user_2023,6643,82,81,1,May-19,0,0,1
2024,user_2024,6569,84,54,30,Mar-19,2,0,0
2025,user_2025,179,9,9,0,Jun-18,11,0,0
2026,user_2026,1126,92,55,37,May-19,0,1,1
2027,user_2027,352,101,13,88,May-19,0,1,1
2028,user_2028,18615,75,57,18,Apr-19,1,1,0
2029,user_2029,138,18,8,10,May-19,0,1,1
2030,user_2030,8,2,2,0,Feb-18,15,0,0
2031,user_2031,49,3,3,0,Feb-18,15,0,0
2032,user_2032,76,8,8,0,Apr-18,13,0,0
2033,user_2033,3406,200,92,108,May-19,0,1,1
2034,user_2034,4296,58,58,0,Aug-18,9,0,0
2035,user_2035,36300,179,118,61,Apr-19,1,1,0
2036,user_2036,15897,223,200,23,May-19,0,1,1
2037,user_2037,2329,44,12,32,May-19,0,1,1
2038,user_2038,133862,513,390,123,May-19,0,1,1
2039,user_2039,199470,714,325,389,May-19,0,1,1
2040,user_2040,1915,79,42,37,Apr-19,1,1,0
2041,user_2041,15616,107,58,49,Apr-19,1,1,0
2042,user_2042,13471,247,246,1,Jan-19,4,0,0
2043,user_2043,40519,263,160,103,May-19,0,1,1
2044,user_2044,36550,122,81,41,May-19,0,1,1
2045,user_2045,2566,129,117,12,Apr-19,1,1,0
2046,user_2046,50116,773,406,367,May-19,0,1,1
2047,user_2047,2701,103,47,56,May-19,0,1,1
2048,user_2048,150,22,21,1,Jan-19,4,0,0
2049,user_2049,11851,187,116,71,May-19,0,1,1
2050,user_2050,19505,41,28,13,Apr-19,1,1,0
2051,user_2051,1360,41,40,1,May-19,0,0,1
2052,user_2052,36503,44,44,0,Nov-18,6,0,0
2053,user_2053,139611,1307,525,782,May-19,0,1,1
2054,user_2054,2976,21,18,3,Apr-19,1,1,0
2055,user_2055,5654,126,90,36,May-19,0,1,1
2056,user_2056,4558,108,57,51,May-19,0,1,1
2057,user_2057,12527,451,212,239,May-19,0,1,1
2058,user_2058,6491,66,56,10,May-19,0,1,1
2059,user_2059,6575,243,179,64,May-19,0,1,1
2060,user_2060,44447,124,69,55,May-19,0,1,1
2061,user_2061,27965,185,106,79,May-19,0,1,1
2062,user_2062,691,8,8,0,Aug-18,9,0,0
2063,user_2063,4894,55,47,8,Feb-19,3,0,0
2064,user_2064,672,38,30,8,Apr-19,1,1,0
2065,user_2065,942,68,59,9,Apr-19,1,1,0
2066,user_2066,612,45,26,19,May-19,0,1,1
2067,user_2067,6658,365,269,96,May-19,0,1,1
2068,user_2068,9848,239,163,76,Mar-19,2,0,0
2069,user_2069,15576,159,118,41,May-19,0,1,1
2070,user_2070,18889,870,259,611,May-19,0,1,1
2071,user_2071,13746,388,283,105,May-19,0,1,1
2072,user_2072,3708,288,286,2,Jan-19,4,0,0
2073,user_2073,20393,347,210,137,May-19,0,1,1
2074,user_2074,6290,233,85,148,May-19,0,1,1
2075,user_2075,1890,20,20,0,Aug-18,9,0,0
2076,user_2076,10410,329,265,64,May-19,0,1,1
2077,user_2077,16060,258,132,126,May-19,0,1,1
2078,user_2078,600,33,0,33,Apr-19,1,1,0
2079,user_2079,520,6,5,1,May-19,0,0,1
2080,user_2080,1676,192,175,17,Apr-19,1,1,0
2081,user_2081,7678,328,138,190,May-19,0,1,1
2082,user_2082,26455,62,62,0,Sep-18,8,0,0
2083,user_2083,1586,19,14,5,Mar-19,2,0,0
2084,user_2084,7858,24,24,0,Jul-18,10,0,0
2085,user_2085,5789,379,256,123,May-19,0,1,1
2086,user_2086,3549,100,91,9,Mar-19,2,0,0
2087,user_2087,10666,207,187,20,May-19,0,1,1
2088,user_2088,9019,105,84,21,Mar-19,2,0,0
2089,user_2089,7735,140,15,125,May-19,0,1,1
2090,user_2090,64,4,4,0,Mar-18,14,0,0
2091,user_2091,12028,145,72,73,May-19,0,1,1
2092,user_2092,9,2,2,0,Feb-18,15,0,0
2093,user_2093,13628,94,77,17,May-19,0,0,1
2094,user_2094,42816,1313,924,389,May-19,0,1,1
2095,user_2095,2432,35,31,4,Apr-19,1,1,0
2096,user_2096,150,8,8,0,Feb-18,15,0,0
2097,user_2097,54620,395,254,141,May-19,0,1,1
2098,user_2098,188,6,6,0,May-18,12,0,0
2099,user_2099,6590,371,250,121,May-19,0,1,1
2100,user_2100,21828,539,419,120,May-19,0,1,1
2101,user_2101,13747,129,103,26,May-19,0,0,1
2102,user_2102,6774,111,97,14,Apr-19,1,1,0
2103,user_2103,25720,365,361,4,Mar-19,2,0,0
2104,user_2104,2583,264,59,205,May-19,0,1,1
2105,user_2105,2908,177,125,52,May-19,0,1,1
2106,user_2106,5276,93,62,31,May-19,0,0,1
2107,user_2107,1410,18,18,0,Oct-18,7,0,0
2108,user_2108,35406,598,440,158,May-19,0,1,1
2109,user_2109,376,52,38,14,May-19,0,1,1
2110,user_2110,12565,475,260,215,May-19,0,1,1
2111,user_2111,359,9,9,0,Jul-18,10,0,0
2112,user_2112,118349,187,125,62,Apr-19,1,1,0
2113,user_2113,86,3,3,0,Mar-18,14,0,0
2114,user_2114,342,15,15,0,Oct-18,7,0,0
2115,user_2115,6131,37,36,1,Feb-19,3,0,0
2116,user_2116,1641,103,68,35,May-19,0,1,1
2117,user_2117,1888,42,42,0,Apr-18,13,0,0
2118,user_2118,16185,555,215,340,May-19,0,1,1
2120,user_2120,92,10,10,0,Dec-18,5,0,0
2121,user_2121,4261,260,183,77,May-19,0,1,1
2122,user_2122,100053,852,288,564,May-19,0,1,1
2123,user_2123,1705,207,164,43,Apr-19,1,1,0
2124,user_2124,11045,244,116,128,May-19,0,1,1
2125,user_2125,841,6,6,0,Mar-18,14,0,0
2126,user_2126,3026,182,182,0,Sep-18,8,0,0
2127,user_2127,13159,72,62,10,May-19,0,0,1
2128,user_2128,6865,268,186,82,May-19,0,1,1
2129,user_2129,26218,164,147,17,Apr-19,1,1,0
2130,user_2130,3925,127,88,39,Mar-19,2,0,0
2131,user_2131,14271,82,44,38,May-19,0,1,1
2132,user_2132,3087,55,41,14,Mar-19,2,0,0
2133,user_2133,51,2,2,0,Mar-18,14,0,0
2134,user_2134,12457,501,484,17,Mar-19,2,0,0
2135,user_2135,2466,36,26,10,Apr-19,1,1,0
2136,user_2136,1570,31,31,0,Jul-18,10,0,0
2137,user_2137,1194,17,17,0,Oct-18,7,0,0
2138,user_2138,254,49,46,3,May-19,0,0,1
2139,user_2139,8,3,0,3,May-19,0,1,1
2140,user_2140,10552,389,264,125,May-19,0,1,1
2141,user_2141,8990,110,81,29,May-19,0,0,1
2142,user_2142,2565,54,41,13,Mar-19,2,0,0
2143,user_2143,1562,22,22,0,Apr-18,13,0,0
2144,user_2144,33812,164,80,84,May-19,0,1,1
2145,user_2145,2089,31,31,0,Nov-18,6,0,0
2146,user_2146,1557,43,43,0,Nov-18,6,0,0
2147,user_2147,439,12,6,6,Apr-19,1,1,0
2148,user_2148,3930,193,161,32,Apr-19,1,1,0
2149,user_2149,1,1,1,0,Mar-18,14,0,0
2150,user_2150,10697,114,82,32,May-19,0,1,1
2151,user_2151,421,6,6,0,Jul-18,10,0,0
2152,user_2152,5955,120,107,13,Apr-19,1,1,0
2153,user_2153,6695,180,70,110,May-19,0,1,1
2154,user_2154,11077,49,21,28,Apr-19,1,1,0
2155,user_2155,1035,11,2,9,Jan-19,4,0,0
2156,user_2156,495,7,4,3,Jan-19,4,0,0
2157,user_2157,6846,63,47,16,Mar-19,2,0,0
2158,user_2158,21,8,6,2,Apr-19,1,1,0
2159,user_2159,7452,245,182,63,May-19,0,1,1
2160,user_2160,13258,886,847,39,May-19,0,0,1
2161,user_2161,4566,125,61,64,Apr-19,1,1,0
2162,user_2162,9312,114,99,15,May-19,0,1,1
2163,user_2163,8189,168,52,116,May-19,0,1,1
2164,user_2164,1413,31,31,0,Dec-18,5,0,0
2165,user_2165,2463,111,111,0,Aug-18,9,0,0
2166,user_2166,13989,504,305,199,May-19,0,1,1
2167,user_2167,16888,457,278,179,May-19,0,1,1
2168,user_2168,91,3,3,0,Mar-18,14,0,0
2169,user_2169,1733,28,28,0,Dec-18,5,0,0
2170,user_2170,1562,96,39,57,May-19,0,1,1
2171,user_2171,5117,36,36,0,Nov-18,6,0,0
2172,user_2172,402,18,0,18,May-19,0,1,1
2173,user_2173,26234,197,181,16,May-19,0,1,1
2174,user_2174,4560,107,66,41,May-19,0,1,1
2175,user_2175,9169,603,422,181,May-19,0,1,1
2177,user_2177,102,4,4,0,Jul-18,10,0,0
2178,user_2178,45746,334,140,194,May-19,0,1,1
2179,user_2179,171,2,2,0,Jun-18,11,0,0
2180,user_2180,3651,97,89,8,Jan-19,4,0,0
2181,user_2181,8487,135,72,63,May-19,0,1,1
2182,user_2182,7809,173,162,11,Apr-19,1,1,0
2184,user_2184,4891,311,172,139,May-19,0,1,1
2185,user_2185,894,59,52,7,Mar-19,2,0,0
2186,user_2186,3712,32,19,13,Apr-19,1,1,0
2187,user_2187,75,12,3,9,May-19,0,0,1
2188,user_2188,2968,50,6,44,Apr-19,1,1,0
2189,user_2189,1935,80,53,27,May-19,0,1,1
2190,user_2190,6787,35,14,21,Apr-19,1,1,0
2191,user_2191,12881,50,50,0,Oct-18,7,0,0
2192,user_2192,426,22,9,13,Apr-19,1,1,0
2193,user_2193,4384,256,120,136,May-19,0,1,1
2194,user_2194,9,2,2,0,Mar-18,14,0,0
2195,user_2195,4324,324,267,57,May-19,0,1,1
2196,user_2196,5180,79,79,0,Sep-18,8,0,0
2197,user_2197,1060,72,72,0,Dec-18,5,0,0
2198,user_2198,12433,144,88,56,May-19,0,1,1
2199,user_2199,2394,80,44,36,Apr-19,1,1,0
2200,user_2200,19586,308,305,3,Feb-19,3,0,0
2201,user_2201,2486,54,20,34,Apr-19,1,1,0
2202,user_2202,1917,89,30,59,Apr-19,1,1,0
2203,user_2203,2228,11,11,0,Aug-18,9,0,0
2204,user_2204,7223,74,74,0,Jul-18,10,0,0
2205,user_2205,9,2,2,0,Jul-18,10,0,0
2206,user_2206,2195,104,104,0,Dec-18,5,0,0
2207,user_2207,483,55,37,18,Apr-19,1,1,0
2208,user_2208,1525,30,19,11,Mar-19,2,0,0
2209,user_2209,14907,253,192,61,Apr-19,1,1,0
2210,user_2210,18644,1429,920,509,May-19,0,1,1
2211,user_2211,27170,427,417,10,May-19,0,1,1
2212,user_2212,85,1,1,0,Apr-18,13,0,0
2213,user_2213,22322,231,227,4,Jan-19,4,0,0
2214,user_2214,9,1,1,0,Mar-18,14,0,0
2215,user_2215,730,16,13,3,Apr-19,1,1,0
2216,user_2216,5793,56,41,15,Mar-19,2,0,0
2217,user_2217,3009,33,15,18,Apr-19,1,1,0
2218,user_2218,20741,292,198,94,May-19,0,1,1
2219,user_2219,34781,237,232,5,Apr-19,1,1,0
2220,user_2220,3091,66,66,0,Oct-18,7,0,0
2221,user_2221,4428,73,6,67,May-19,0,1,1
2222,user_2222,431,52,9,43,May-19,0,1,1
2223,user_2223,40926,281,209,72,Apr-19,1,1,0
2224,user_2224,1522,55,55,0,Oct-18,7,0,0
2225,user_2225,43,7,7,0,Dec-18,5,0,0
2226,user_2226,19,7,7,0,Nov-18,6,0,0
2227,user_2227,12673,540,376,164,May-19,0,1,1
2228,user_2228,1765,89,63,26,May-19,0,1,1
2229,user_2229,753,63,12,51,Mar-19,2,0,0
2230,user_2230,7554,602,576,26,May-19,0,1,1
2231,user_2231,11532,207,99,108,Apr-19,1,1,0
2232,user_2232,242,26,26,0,Jul-18,10,0,0
2233,user_2233,17846,210,161,49,May-19,0,1,1
2234,user_2234,1103,50,50,0,Dec-18,5,0,0
2235,user_2235,190,7,7,0,Dec-18,5,0,0
2236,user_2236,13106,590,438,152,May-19,0,1,1
2237,user_2237,80944,806,425,381,May-19,0,1,1
2238,user_2238,5053,125,61,64,May-19,0,1,1
2239,user_2239,115587,54,47,7,Mar-19,2,0,0
2240,user_2240,8891,31,29,2,Jan-19,4,0,0
2241,user_2241,6636,148,139,9,Mar-19,2,0,0
2242,user_2242,33493,1310,875,435,May-19,0,1,1
2244,user_2244,3581,5,5,0,Mar-18,14,0,0
2245,user_2245,4003,99,72,27,Mar-19,2,0,0
2246,user_2246,2527,91,75,16,May-19,0,1,1
2247,user_2247,6958,118,79,39,Apr-19,1,1,0
2248,user_2248,51037,75,60,15,Apr-19,1,1,0
2249,user_2249,37469,891,763,128,May-19,0,1,1
2250,user_2250,238,18,17,1,Apr-19,1,1,0
2251,user_2251,18890,255,138,117,May-19,0,1,1
2252,user_2252,7246,62,37,25,May-19,0,1,1
2253,user_2253,63308,115,85,30,Mar-19,2,0,0
2254,user_2254,50,5,5,0,Mar-18,14,0,0
2255,user_2255,10772,529,235,294,May-19,0,1,1
2256,user_2256,29,4,4,0,Mar-18,14,0,0
2257,user_2257,15417,216,197,19,May-19,0,1,1
2258,user_2258,611,19,19,0,Sep-18,8,0,0
2259,user_2259,26,5,5,0,Jul-18,10,0,0
2260,user_2260,18649,95,62,33,May-19,0,1,1
2261,user_2261,2889,35,34,1,May-19,0,0,1
2262,user_2262,3931,24,24,0,May-18,12,0,0
2263,user_2263,97558,190,48,142,May-19,0,1,1
2264,user_2264,3289,73,73,0,Jun-18,11,0,0
2265,user_2265,3260,200,122,78,May-19,0,1,1
2266,user_2266,20353,501,435,66,May-19,0,1,1
2267,user_2267,16099,457,415,42,Apr-19,1,1,0
2268,user_2268,92,16,16,0,Nov-18,6,0,0
2269,user_2269,6046,139,79,60,May-19,0,1,1
2270,user_2270,850,66,26,40,May-19,0,0,1
2271,user_2271,243,94,71,23,May-19,0,1,1
2272,user_2272,4451,101,41,60,May-19,0,1,1
2273,user_2273,8175,838,628,210,May-19,0,1,1
2274,user_2274,4858,123,100,23,May-19,0,1,1
2275,user_2275,1930,62,60,2,Mar-19,2,0,0
2276,user_2276,2363,196,183,13,Jan-19,4,0,0
2277,user_2277,3319,42,33,9,Apr-19,1,1,0
2278,user_2278,14388,152,118,34,Mar-19,2,0,0
2279,user_2279,17564,283,135,148,May-19,0,1,1
2280,user_2280,5334,373,174,199,May-19,0,1,1
2281,user_2281,2250,54,46,8,Mar-19,2,0,0
2282,user_2282,4365,96,66,30,May-19,0,1,1
2283,user_2283,337,8,8,0,Mar-18,14,0,0
2284,user_2284,13366,403,394,9,Feb-19,3,0,0
2285,user_2285,168,4,4,0,May-18,12,0,0
2286,user_2286,1033,16,7,9,May-19,0,1,1
2287,user_2287,772,16,5,11,Apr-19,1,1,0
2288,user_2288,5869,95,63,32,Apr-19,1,1,0
2289,user_2289,26966,1116,752,364,May-19,0,1,1
2290,user_2290,23941,710,470,240,May-19,0,1,1
2292,user_2292,6505,53,32,21,May-19,0,1,1
2293,user_2293,96,14,12,2,Mar-19,2,0,0
2294,user_2294,29642,134,122,12,May-19,0,1,1
2295,user_2295,1524,111,65,46,May-19,0,1,1
2296,user_2296,1010,35,35,0,Dec-18,5,0,0
2297,user_2297,8245,201,144,57,May-19,0,1,1
2298,user_2298,18,3,3,0,May-18,12,0,0
2299,user_2299,76,7,7,0,Mar-18,14,0,0
2300,user_2300,1211,70,60,10,Apr-19,1,1,0
2301,user_2301,47268,1535,1170,365,May-19,0,1,1
2302,user_2302,65,11,11,0,Jul-18,10,0,0
2303,user_2303,2418,73,64,9,Feb-19,3,0,0
2304,user_2304,15,6,6,0,Dec-18,5,0,0
2305,user_2305,187,33,20,13,May-19,0,1,1
2306,user_2306,15771,148,106,42,May-19,0,1,1
2307,user_2307,9134,357,238,119,May-19,0,1,1
2308,user_2308,13316,540,382,158,May-19,0,1,1
2309,user_2309,4773,158,114,44,May-19,0,1,1
2310,user_2310,18955,292,149,143,May-19,0,1,1
2311,user_2311,481,10,10,0,Mar-18,14,0,0
2312,user_2312,2090,97,50,47,May-19,0,1,1
2313,user_2313,7263,309,264,45,May-19,0,1,1
2314,user_2314,3796,218,72,146,May-19,0,1,1
2315,user_2315,11,2,2,0,Mar-18,14,0,0
2316,user_2316,2222,26,26,0,May-18,12,0,0
2317,user_2317,8067,176,164,12,Apr-19,1,1,0
2318,user_2318,16549,465,304,161,May-19,0,1,1
2319,user_2319,4406,427,360,67,May-19,0,1,1
2320,user_2320,3917,71,71,0,Nov-18,6,0,0
2321,user_2321,14377,283,183,100,May-19,0,1,1
2322,user_2322,8194,337,171,166,May-19,0,1,1
2323,user_2323,3102,56,52,4,Jan-19,4,0,0
2324,user_2324,8564,421,279,142,May-19,0,1,1
2325,user_2325,2509,11,4,7,May-19,0,0,1
2326,user_2326,9,2,2,0,Mar-18,14,0,0
2327,user_2327,17138,505,423,82,May-19,0,1,1
2328,user_2328,1028,89,79,10,Feb-19,3,0,0
2329,user_2329,11971,249,240,9,Mar-19,2,0,0
2330,user_2330,3370,218,47,171,Apr-19,1,1,0
2331,user_2331,23375,304,263,41,May-19,0,1,1
2332,user_2332,3764,174,163,11,Mar-19,2,0,0
2333,user_2333,17996,24,8,16,Apr-19,1,1,0
2334,user_2334,1347,21,21,0,Jun-18,11,0,0
2335,user_2335,524,13,11,2,Jan-19,4,0,0
2336,user_2336,739,10,10,0,Jun-18,11,0,0
2337,user_2337,10699,215,151,64,May-19,0,1,1
2338,user_2338,32257,1231,797,434,May-19,0,1,1
2339,user_2339,63090,29,27,2,Apr-19,1,1,0
2340,user_2340,3592,61,42,19,May-19,0,1,1
2341,user_2341,5620,161,94,67,Apr-19,1,1,0
2342,user_2342,1856,101,66,35,May-19,0,1,1
2343,user_2343,70516,2340,1367,973,May-19,0,1,1
2344,user_2344,8761,20,13,7,May-19,0,0,1
2345,user_2345,35247,1016,959,57,May-19,0,1,1
2346,user_2346,7473,365,247,118,May-19,0,1,1
2347,user_2347,4400,119,102,17,May-19,0,1,1
2348,user_2348,15424,89,53,36,Apr-19,1,1,0
2349,user_2349,608,37,25,12,May-19,0,1,1
2350,user_2350,6199,406,34,372,May-19,0,1,1
2351,user_2351,167,9,0,9,May-19,0,0,1
2352,user_2352,7276,253,193,60,Apr-19,1,1,0
2353,user_2353,582,6,6,0,Jul-18,10,0,0
2354,user_2354,271,3,3,0,Sep-18,8,0,0
2355,user_2355,5674,42,42,0,Dec-18,5,0,0
2356,user_2356,4050,52,37,15,Apr-19,1,1,0
2357,user_2357,80962,144,100,44,Apr-19,1,1,0
2358,user_2358,120267,125,96,29,May-19,0,1,1
2359,user_2359,20832,76,71,5,Apr-19,1,1,0
2360,user_2360,212,21,20,1,Apr-19,1,1,0
2361,user_2361,50392,538,395,143,May-19,0,1,1
2362,user_2362,4510,255,172,83,Apr-19,1,1,0
2363,user_2363,2407,329,209,120,May-19,0,1,1
2364,user_2364,501,15,6,9,Jan-19,4,0,0
2365,user_2365,1221,336,229,107,May-19,0,1,1
2366,user_2366,2,2,2,0,Mar-18,14,0,0
2367,user_2367,2620,223,187,36,May-19,0,1,1
2368,user_2368,6593,491,335,156,May-19,0,1,1
2369,user_2369,24754,559,496,63,May-19,0,1,1
2370,user_2370,21,3,3,0,May-18,12,0,0
2371,user_2371,136,13,13,0,Apr-18,13,0,0
2372,user_2372,2013,172,114,58,May-19,0,1,1
2373,user_2373,21179,404,236,168,May-19,0,1,1
2374,user_2374,1408,52,32,20,May-19,0,0,1
2375,user_2375,19459,358,293,65,Apr-19,1,1,0
2376,user_2376,23781,244,191,53,Apr-19,1,1,0
2377,user_2377,367,4,4,0,Jul-18,10,0,0
2378,user_2378,10244,340,269,71,May-19,0,1,1
2379,user_2379,280633,563,432,131,May-19,0,1,1
2380,user_2380,4228,103,30,73,Apr-19,1,1,0
2381,user_2381,5797,23,18,5,Feb-19,3,0,0
2382,user_2382,337,31,8,23,Feb-19,3,0,0
2383,user_2383,1017,14,14,0,Aug-18,9,0,0
2384,user_2384,16885,479,403,76,May-19,0,1,1
2385,user_2385,874,9,9,0,Dec-18,5,0,0
2386,user_2386,17541,406,395,11,Apr-19,1,1,0
2387,user_2387,13264,104,77,27,Apr-19,1,1,0
2388,user_2388,694,62,62,0,Jul-18,10,0,0
2390,user_2390,1666,41,19,22,May-19,0,1,1
2391,user_2391,9183,86,75,11,Mar-19,2,0,0
2392,user_2392,2207,111,33,78,May-19,0,1,1
2393,user_2393,15422,115,69,46,Apr-19,1,1,0
2394,user_2394,1766,52,36,16,Apr-19,1,1,0
2395,user_2395,11589,86,73,13,Apr-19,1,1,0
2396,user_2396,31777,554,475,79,Apr-19,1,1,0
2397,user_2397,5722,199,111,88,Mar-19,2,0,0
2398,user_2398,5303,148,86,62,May-19,0,1,1
2399,user_2399,1062,29,20,9,Apr-19,1,1,0
2400,user_2400,13700,133,78,55,May-19,0,1,1
2401,user_2401,6377,476,336,140,May-19,0,1,1
2402,user_2402,7748,77,53,24,Mar-19,2,0,0
2403,user_2403,1596,32,27,5,Apr-19,1,1,0
2404,user_2404,1603,102,39,63,Mar-19,2,0,0
2405,user_2405,176,20,9,11,Apr-19,1,1,0
2406,user_2406,1952,21,21,0,Apr-18,13,0,0
2407,user_2407,262,56,4,52,Apr-19,1,1,0
2409,user_2409,6728,75,75,0,Nov-18,6,0,0
2410,user_2410,6072,70,21,49,May-19,0,0,1
2411,user_2411,26445,788,569,219,May-19,0,1,1
2412,user_2412,1248,181,151,30,May-19,0,1,1
2413,user_2413,7172,406,198,208,May-19,0,1,1
2414,user_2414,1771,53,43,10,May-19,0,1,1
2415,user_2415,5478,10,10,0,Jun-18,11,0,0
2416,user_2416,3575,103,79,24,Apr-19,1,1,0
2417,user_2417,21,3,3,0,Mar-18,14,0,0
2418,user_2418,14187,439,230,209,May-19,0,1,1
2419,user_2419,4,1,0,1,Mar-19,2,0,0
2420,user_2420,2218,139,95,44,Apr-19,1,1,0
2421,user_2421,10,3,3,0,Mar-18,14,0,0
2422,user_2422,5558,77,77,0,Dec-18,5,0,0
2423,user_2423,16563,212,96,116,May-19,0,1,1
2424,user_2424,3659,68,37,31,May-19,0,0,1
2425,user_2425,33,5,5,0,Apr-18,13,0,0
2426,user_2426,7417,117,69,48,Apr-19,1,1,0
2427,user_2427,208,8,6,2,Jan-19,4,0,0
2428,user_2428,13469,112,61,51,May-19,0,1,1
2429,user_2429,16802,476,205,271,May-19,0,1,1
2430,user_2430,4833,139,111,28,May-19,0,0,1
2431,user_2431,1043,55,12,43,May-19,0,1,1
2432,user_2432,9013,57,56,1,Jan-19,4,0,0
2433,user_2433,11853,628,567,61,Apr-19,1,1,0
2434,user_2434,3779,98,59,39,Apr-19,1,1,0
2435,user_2435,2625,51,44,7,Apr-19,1,1,0
2436,user_2436,11355,159,114,45,May-19,0,1,1
2437,user_2437,2543,114,78,36,May-19,0,1,1
2438,user_2438,541,42,6,36,May-19,0,1,1
2439,user_2439,64506,182,103,79,Mar-19,2,0,0
2440,user_2440,2103,28,24,4,Feb-19,3,0,0
2441,user_2441,86,4,4,0,Sep-18,8,0,0
2442,user_2442,6106,234,180,54,May-19,0,1,1
2443,user_2443,896,14,13,1,Jan-19,4,0,0
2444,user_2444,3548,52,39,13,May-19,0,0,1
2445,user_2445,8398,91,81,10,Jan-19,4,0,0
2446,user_2446,7942,176,131,45,May-19,0,1,1
2447,user_2447,500,67,55,12,Apr-19,1,1,0
2448,user_2448,1992,43,40,3,Jan-19,4,0,0
2449,user_2449,244,14,10,4,Apr-19,1,1,0
2450,user_2450,861,40,37,3,Mar-19,2,0,0
2451,user_2451,987,188,103,85,May-19,0,1,1
2452,user_2452,1274,38,8,30,May-19,0,1,1
2453,user_2453,792,36,36,0,Jun-18,11,0,0
2454,user_2454,865505,395,318,77,May-19,0,1,1
2455,user_2455,3968,153,38,115,May-19,0,1,1
2456,user_2456,11158,187,100,87,May-19,0,1,1
2457,user_2457,5578,42,31,11,Mar-19,2,0,0
2458,user_2458,1617,38,29,9,Apr-19,1,1,0
2459,user_2459,69045,403,352,51,May-19,0,1,1
2460,user_2460,8,2,2,0,Mar-18,14,0,0
2461,user_2461,3,2,2,0,Jun-18,11,0,0
2462,user_2462,1042,27,5,22,Apr-19,1,1,0
2463,user_2463,530,14,3,11,Mar-19,2,0,0
2464,user_2464,180,4,4,0,Dec-18,5,0,0
2465,user_2465,37549,260,157,103,May-19,0,1,1
2466,user_2466,2703,64,14,50,Mar-19,2,0,0
2467,user_2467,853,112,88,24,Apr-19,1,1,0
2468,user_2468,4,5,5,0,Mar-18,14,0,0
2469,user_2469,622,15,15,0,Apr-18,13,0,0
2470,user_2470,1302,76,71,5,Mar-19,2,0,0
2471,user_2471,1890,228,153,75,May-19,0,1,1
2472,user_2472,840,27,27,0,Mar-18,14,0,0
2473,user_2473,4876,50,22,28,Apr-19,1,1,0
2474,user_2474,16828,279,110,169,May-19,0,1,1
2475,user_2475,26885,294,198,96,Apr-19,1,1,0
2476,user_2476,63,6,6,0,Jun-18,11,0,0
2477,user_2477,10117,72,54,18,Apr-19,1,1,0
2478,user_2478,1380,64,38,26,Apr-19,1,1,0
2479,user_2479,8051,97,73,24,Apr-19,1,1,0
2480,user_2480,1298,37,37,0,Apr-18,13,0,0
2481,user_2481,95577,204,117,87,May-19,0,1,1
2482,user_2482,2510,29,15,14,May-19,0,0,1
2483,user_2483,7001,236,113,123,May-19,0,1,1
2484,user_2484,817,24,24,0,Jun-18,11,0,0
2485,user_2485,3690,44,17,27,May-19,0,1,1
2486,user_2486,8059,274,165,109,May-19,0,1,1
2487,user_2487,1143,85,63,22,Apr-19,1,1,0
2488,user_2488,3903,86,68,18,Apr-19,1,1,0
2489,user_2489,3428,162,134,28,Apr-19,1,1,0
2490,user_2490,5149,333,218,115,May-19,0,1,1
2491,user_2491,535,84,47,37,May-19,0,1,1
